;Pays;Intitule Typologie 1;Question 3 : Y a  t il un sentiment de colere;bin_emotion_T5;Duree_traitement;size_texte;Date de premiere réponse;Prediction
10385;France;Centre national CESU;0;0;99;256;13/04/2022;0
10386;France;Carsat;0;0;120;230;04/05/2022;0
10387;France;Maprocuration.gouv.fr;0;0;115;164;29/04/2022;0
10388;France;Centre national CESU;1;0;99;822;13/04/2022;0
10389;France;Carsat;1;1;304;912;04/11/2022;0
10390;France;ANTS;1;0;120;254;04/05/2022;0
10391;France;ANTS;1;1;105;915;19/04/2022;0
10395;France;Carsat;1;0;304;562;04/11/2022;0
10396;France;AGENCE POLE EMPLOI (APE);1;0;181;218;04/07/2022;1
10398;France;AGIRC-ARRCO;0;0;114;985;28/04/2022;0
10399;France;Maprocuration.gouv.fr;0;1;143;335;27/05/2022;0
10400;France;Moncommissariat.fr;0;0;181;176;04/07/2022;0
10402;France;Moncommissariat.fr;0;1;59;228;04/04/2022;0
10404;France;Carsat;0;0;89;359;04/05/2022;0
10406;France;Carsat;1;0;273;541;04/11/2022;0
10407;France;Région de Gendarmerie;0;0;150;101;04/07/2022;0
10408;France;CNAM;1;0;89;180;04/05/2022;0
10410;France;Carsat;0;0;120;998;04/06/2022;0
10411;France;Carsat;1;0;273;519;04/11/2022;0
10412;France;CNAM;1;1;120;700;04/06/2022;0
10413;France;Amendes.gouv.fr;0;1;59;695;04/04/2022;0
10414;France;ANTS;1;0;89;555;04/05/2022;0
10416;France;Maprocuration.gouv.fr;0;0;1;106;05/02/2022;0
10417;France;Carsat;0;0;59;365;04/04/2022;0
10418;France;Carsat;1;0;59;290;04/04/2022;0
10419;France;CROUS;1;0;59;585;04/04/2022;0
10420;France;Crit'air;1;1;70;257;15/04/2022;0
10421;France;AGIRC-ARRCO;0;1;81;289;26/04/2022;0
10422;France;ANTS;0;1;120;473;04/06/2022;0
10424;France;Maprocuration.gouv.fr;0;0;1;384;05/02/2022;0
10427;France;Carsat;0;0;59;295;04/04/2022;0
10430;France;Réseau des rectorats et DSDEN;1;0;1;1000;05/02/2022;0
10431;France;ANTS;1;0;89;436;04/05/2022;0
10434;France;CAF;0;0;89;236;04/05/2022;0
10435;France;COMMISSARIAT DE POLICE;0;1;112;254;27/05/2022;0
10437;France;Moncommissariat.fr;0;0;92;187;04/06/2022;0
10438;France;CAF;0;0;185;125;05/09/2022;0
10439;France;Centre national CESU;0;0;40;349;13/04/2022;0
10440;France;Franceconnect;0;0;31;834;04/04/2022;0
10442;France;COMMISSARIAT DE POLICE;0;0;-27;596;05/02/2022;0
10443;France;AGENCE POLE EMPLOI (APE);1;0;31;996;04/04/2022;1
10445;France;Centre national CESU;0;0;40;165;13/04/2022;0
10446;France;Carsat;0;0;55;714;28/04/2022;0
10447;France;COMMISSARIAT DE POLICE;1;1;31;766;04/04/2022;0
10448;France;CNAM;1;0;31;388;04/04/2022;0
10450;France;ANTS;1;0;61;313;04/05/2022;0
10451;France;CROUS;0;0;92;669;04/06/2022;0
10452;France;Service-public.fr;0;1;50;967;23/04/2022;0
10453;France;Maprocuration.gouv.fr;0;0;-27;502;05/02/2022;0
10454;France;Carsat;0;0;31;169;04/04/2022;0
10455;France;Centre national CESU;0;0;40;592;13/04/2022;0
10456;France;Carsat;1;0;42;227;15/04/2022;0
10460;France;Amendes.gouv.fr;1;1;61;235;04/05/2022;0
10461;France;CAF;0;0;185;719;05/09/2022;0
10463;France;CNAM;0;0;61;337;04/05/2022;0
10464;France;Réseau des rectorats et DSDEN;1;0;-58;1007;05/02/2022;0
10465;France;Centre national CESU;1;1;15;160;19/04/2022;0
10467;France;Région de Gendarmerie;0;0;91;138;04/07/2022;0
10469;France;CPAM;1;1;61;414;04/06/2022;0
10471;Espagne;Maprocuration.gouv.fr;0;0;-58;196;05/02/2022;0
10472;France;ANTS;1;0;91;1000;04/07/2022;0
10473;France;CPAM;1;1;61;537;04/06/2022;0
10475;France;Région de Gendarmerie;0;0;214;176;04/11/2022;0
10476;France;Carsat;1;0;61;138;04/06/2022;0
10477;France;Région de Gendarmerie;1;1;15;765;19/04/2022;0
10478;France;ANTS;1;0;91;219;04/07/2022;0
10479;France;Région de Gendarmerie;0;0;214;148;04/11/2022;0
10481;France;Région de Gendarmerie;0;0;61;100;04/06/2022;0
10482;France;CAF;0;0;91;541;04/07/2022;0
10483;France;ANTS;0;0;15;210;19/04/2022;0
10484;France;Région de Gendarmerie;0;0;61;171;04/06/2022;0
10485;France;Carsat;0;0;61;264;04/06/2022;0
10486;France;Carsat;1;0;11;546;15/04/2022;0
10487;France;Carsat;0;0;244;174;04/12/2022;0
10619;France;Carsat;1;0;-121;256;05/03/2022;0
10622;France;Maprocuration.gouv.fr;0;1;-38;505;27/05/2022;0
10625;France;AGIRC-ARRCO;0;0;-69;320;26/04/2022;0
10626;France;ANTS;0;0;-76;226;19/04/2022;0
10629;France;Maprocuration.gouv.fr;1;0;-121;168;05/03/2022;0
10630;France;Service-public.fr;0;0;-65;284;30/04/2022;0
10632;France;CPAM;0;0;153;280;04/12/2022;0
10633;France;Franceconnect;0;0;153;158;04/12/2022;0
10634;France;ANTS;1;1;-76;283;19/04/2022;0
10635;France;Pré-plainte en ligne (PPEL);0;0;153;261;04/12/2022;0
10637;France;Amendes.gouv.fr;1;0;-80;245;15/04/2022;0
10638;France;Service-public.fr;0;0;-65;127;30/04/2022;0
10640;France;Centre du service national et de la jeunesse;0;0;-81;170;14/04/2022;0
10641;France;Impots.gouv.fr;0;0;153;443;04/12/2022;0
10642;France;Préfecture;1;1;62;470;05/10/2022;0
10643;France;ANTS;1;1;-107;120;19/04/2022;0
10645;France;ANTS;1;0;-107;762;19/04/2022;0
10646;France;Impots.gouv.fr;0;0;92;183;04/11/2022;0
10647;France;THESEE;0;0;122;336;04/12/2022;0
10648;France;Amendes.gouv.fr;0;0;-107;349;19/04/2022;0
10649;Israël;Carsat;1;1;-98;949;28/04/2022;0
10650;France;Impots.gouv.fr;0;0;-107;293;19/04/2022;0
10651;France;Impots.gouv.fr;1;0;-101;495;25/04/2022;0
10655;France;Amendes.gouv.fr;1;0;-107;218;19/04/2022;0
10656;France;Service des Impôts des particuliers;0;0;-113;435;13/04/2022;0
10658;France;CAF;0;0;-105;959;21/04/2022;0
10659;France;Région de Gendarmerie;0;0;-106;106;20/04/2022;0
10660;France;Caisse régionale URSSAF;1;1;-111;133;15/04/2022;0
10662;France;Carsat;0;1;-112;131;14/04/2022;0
10664;France;ANAH;1;0;-180;865;05/02/2022;0
10666;France;Carsat;1;1;-107;821;19/04/2022;0
10667;France;CNAM;0;0;-69;996;27/05/2022;0
10668;France;ANAH;1;1;-180;870;05/02/2022;0
10670;France;CPAM;0;0;-112;425;14/04/2022;0
10671;France;Préfecture;0;0;122;211;04/12/2022;0
10672;France;Carsat;0;0;-112;275;14/04/2022;0
10673;France;URSSAF;0;0;-111;738;15/04/2022;0
10674;France;Carsat;0;0;92;378;04/11/2022;0
10676;France;ANTS;0;1;-107;351;19/04/2022;0
10677;France;Carsat;0;0;92;266;04/11/2022;0
10678;France;Service des Impôts des particuliers;1;1;-112;989;14/04/2022;0
10679;France;Maprocuration.gouv.fr;1;0;-152;326;05/03/2022;0
10680;France;Carsat;0;0;92;139;04/11/2022;0
10681;France;Maprim'renov;1;0;-180;816;05/02/2022;1
10682;France;AGENCE POLE EMPLOI (APE);1;0;92;389;04/11/2022;1
10684;France;CNAM;1;0;-143;501;14/04/2022;0
10687;France;ANTS;0;1;-138;264;19/04/2022;0
10690;France;Carsat;0;0;91;394;04/12/2022;0
10691;France;Maprocuration.gouv.fr;1;0;-183;261;05/03/2022;0
10694;France;CNAM;0;0;-142;578;15/04/2022;0
10695;France;Crit'air;1;0;-142;114;15/04/2022;0
10697;France;Maprim'renov;1;0;-211;460;05/02/2022;1
10698;France;CPAM;0;0;91;730;04/12/2022;0
10699;France;Franceconnect;1;1;91;249;04/12/2022;0
10700;France;Carsat;0;1;-142;641;15/04/2022;0
10702;France;Franceconnect;1;1;91;808;04/12/2022;0
10703;France;Carsat;1;0;-138;606;19/04/2022;0
10705;France;COMMISSARIAT DE POLICE;1;1;-131;997;26/04/2022;0
10706;France;Carsat;0;0;-129;340;28/04/2022;0
10707;France;Service-public.fr;1;0;-134;381;23/04/2022;0
10708;France;Service-public.fr;0;0;-134;135;23/04/2022;0
10710;France;ANTS;0;0;-138;246;19/04/2022;0
10711;France;ANTS;0;1;-138;451;19/04/2022;0
10712;France;CPAM;0;0;91;141;04/12/2022;0
10713;France;ANTS;0;0;61;245;04/11/2022;0
10714;France;Service-public.fr;0;0;-127;350;30/04/2022;0
10715;France;CNAM;1;0;61;183;04/12/2022;0
10716;France;ANTS;1;1;-162;528;25/04/2022;0
10720;France;Maprim'renov;1;0;-241;318;05/02/2022;1
10721;France;Centre des Impôts Foncier;1;1;-174;393;13/04/2022;0
10723;France;Service-public.fr;0;0;-164;370;23/04/2022;0
10724;France;COMMISSARIAT DE POLICE;1;1;32;564;05/11/2022;0
10725;France;Maprocuration.gouv.fr;1;1;-241;154;05/02/2022;0
10727;France;Trésorerie hospitalière;0;1;-168;407;19/04/2022;0
10729;France;Région de Gendarmerie;1;1;-241;572;05/02/2022;0
10731;France;Maprocuration.gouv.fr;0;0;-181;522;06/04/2022;0
10732;France;Carsat;1;0;31;693;04/11/2022;0
10733;France;Carsat;1;0;31;150;04/11/2022;0
10735;France;COMMISSARIAT DE POLICE;1;0;-130;457;27/05/2022;0
10736;France;Carsat;1;0;-168;212;19/04/2022;0
10737;France;COMMISSARIAT DE POLICE;1;0;-213;277;05/03/2022;0
10738;France;Maprocuration.gouv.fr;0;0;-130;780;27/05/2022;0
10739;France;Carsat;1;1;31;464;04/11/2022;0
10741;France;Maprocuration.gouv.fr;1;0;61;157;04/12/2022;0
10742;France;Région de Gendarmerie;0;1;-160;258;27/04/2022;0
10743;France;COMMISSARIAT DE POLICE;0;0;1;317;05/11/2022;0
10744;France;ANTS;1;1;-193;318;25/04/2022;0
10745;France;Impots.gouv.fr;1;1;30;304;04/12/2022;0
10746;France;Carsat;0;0;30;600;04/12/2022;0
10747;France;Maprocuration.gouv.fr;1;1;-161;968;27/05/2022;0
10749;France;CNAM;1;1;-199;909;19/04/2022;0
10752;France;Mesdroitssociaux.gouv.fr;1;1;30;555;04/12/2022;0
10755;France;SignalConso;1;0;-197;629;21/04/2022;0
10756;France;Maprocuration.gouv.fr;0;0;-244;91;05/03/2022;0
10759;France;ANTS;1;0;-193;725;25/04/2022;0
10760;France;Service-public.fr;1;0;-195;481;23/04/2022;0
10762;France;Carsat;1;0;30;527;04/12/2022;0
10763;France;Maprim'renov;1;1;-272;953;05/02/2022;1
10764;France;Impots.gouv.fr;0;0;-203;778;15/04/2022;0
10765;France;Impots.gouv.fr;1;0;30;590;04/12/2022;0
10767;France;CNAM;0;1;30;290;04/12/2022;0
10768;France;AGIRC-ARRCO;1;0;-192;430;26/04/2022;0
10770;France;Maprocuration.gouv.fr;0;0;-244;144;05/03/2022;0
10771;France;Région de Gendarmerie;0;0;-198;326;20/04/2022;0
10772;France;ANTS;1;1;-193;926;25/04/2022;0
10773;France;Franceconnect;1;1;-204;143;14/04/2022;0
10775;France;Service des Impôts des particuliers;0;0;-199;662;19/04/2022;0
10776;France;COMMISSARIAT DE POLICE;0;1;-204;355;14/04/2022;0
10777;France;CPAM;0;0;-205;314;13/04/2022;0
10778;France;Préfecture;1;0;-198;954;20/04/2022;0
10779;France;AGENCE POLE EMPLOI (APE);0;0;-204;725;14/04/2022;0
10780;France;ANTS;1;1;-193;882;25/04/2022;0
10781;France;CNAM;1;1;-204;552;14/04/2022;0
10785;France;Carsat;0;0;-203;472;15/04/2022;0
10786;France;CPAM;1;0;-234;330;14/04/2022;0
10788;France;Carsat;0;0;-220;99;28/04/2022;0
10789;France;Service-public.fr;0;1;-225;290;23/04/2022;0
10790;France;CPAM;0;0;-234;354;14/04/2022;0
10792;France;Service des Impôts des particuliers;1;1;-233;160;15/04/2022;0
10794;France;Région de Gendarmerie;0;0;-234;480;14/04/2022;0
10796;France;ANAH;1;1;-302;639;05/02/2022;0
10797;France;ANTS;0;1;-151;661;06/07/2022;0
10798;France;ANTS;1;1;-233;569;15/04/2022;0
10800;France;CNAM;0;0;-234;399;14/04/2022;0
10801;France;CPAM;0;0;-234;160;14/04/2022;0
10802;France;CPAM;1;1;-234;566;14/04/2022;0
10803;France;CNAM;0;0;-234;102;14/04/2022;0
10804;France;CAF;1;0;-227;380;21/04/2022;0
10806;France;COMMISSARIAT DE POLICE;1;1;-232;604;16/04/2022;0
10807;France;CAF;1;0;-227;538;21/04/2022;0
10808;France;Carsat;1;0;-228;211;20/04/2022;0
10809;France;Impots.gouv.fr;0;0;-233;228;15/04/2022;0
10810;France;CAISSE NATIONALE MILITAIRE DE SECURITE SOCIALE;0;0;-229;175;19/04/2022;0
10811;France;Centre du service national et de la jeunesse;0;0;-227;404;21/04/2022;0
10812;France;CPAM;1;0;-234;230;14/04/2022;0
10814;France;Maprocuration.gouv.fr;0;0;-274;264;05/03/2022;0
10817;France;Maprocuration.gouv.fr;0;1;-191;183;27/05/2022;0
10820;France;CAF;1;1;-233;214;15/04/2022;0
10821;France;CNAM;1;1;-234;678;14/04/2022;0
10824;France;Maprocuration.gouv.fr;0;0;-274;218;05/03/2022;0
10825;France;Carsat;1;1;-220;989;28/04/2022;0
10827;France;CPAM;0;0;-234;325;14/04/2022;0
10828;France;CPAM;1;0;-234;742;14/04/2022;0
10829;France;COMMISSARIAT DE POLICE;0;1;-234;134;14/04/2022;0
10830;France;Mesdroitssociaux.gouv.fr;1;0;-188;541;30/05/2022;0
10832;France;Pré-plainte en ligne (PPEL);0;0;-233;218;15/04/2022;0
10833;France;Service des Impôts des particuliers;0;0;-222;997;26/04/2022;0
10835;France;CPAM;1;0;-229;306;19/04/2022;0
10836;France;Région de Gendarmerie;0;0;-233;238;15/04/2022;0
10837;France;Région de Gendarmerie;0;0;-233;754;15/04/2022;0
10838;France;Impots.gouv.fr;0;0;-233;958;15/04/2022;0
10840;France;ANTS;0;1;-223;324;25/04/2022;0
10841;Pays-bas;AGIRC-ARRCO;0;0;-222;458;26/04/2022;0
10842;France;Service des Impôts des particuliers;0;0;-233;145;15/04/2022;0
10843;France;Amendes.gouv.fr;1;1;-223;615;25/04/2022;0
10844;France;Maprocuration.gouv.fr;0;0;-274;256;05/03/2022;0
10845;Réunion;Service-public.fr;0;0;-218;211;30/04/2022;0
10846;Côte d'ivoire;Franceconnect;0;1;-223;526;25/04/2022;1
10850;France;ANTS;1;0;12;763;25/04/2022;0
10851;France;CAF;0;0;12;511;25/04/2022;0
10853;France;MSA;1;0;13;287;26/04/2022;0
10854;France;Franceconnect;1;1;-8;979;05/04/2022;0
10855;France;Casier judiciaire national;1;1;-8;456;05/04/2022;0
10857;France;AGIRC-ARRCO;1;0;13;454;26/04/2022;0
10859;France;SignalConso;0;0;8;461;21/04/2022;0
10861;France;CPAM;1;0;2;371;15/04/2022;0
10862;France;Impots.gouv.fr;0;0;2;140;15/04/2022;0
10863;France;Impots.gouv.fr;0;0;2;426;15/04/2022;0
10865;France;ANTS;0;1;12;173;25/04/2022;0
10866;France;Impots.gouv.fr;0;0;2;357;15/04/2022;0
10867;France;ANTS;1;1;12;259;25/04/2022;0
10868;France;ANTS;0;1;12;174;25/04/2022;0
10869;France;AGENCE POLE EMPLOI (APE);0;1;6;378;19/04/2022;1
10871;France;Carsat;0;0;15;874;28/04/2022;0
10872;France;CNAM;0;0;6;142;19/04/2022;0
10873;France;ANTS;1;0;12;270;25/04/2022;0
10874;France;Impots.gouv.fr;0;0;6;414;19/04/2022;0
10875;France;Impots.gouv.fr;1;0;12;1000;25/04/2022;0
10876;France;Franceconnect;0;0;6;272;19/04/2022;0
10877;France;Maprocuration.gouv.fr;1;1;-39;238;05/03/2022;0
10879;France;ANTS;1;0;34;961;17/05/2022;0
10882;France;Rectorat;1;1;-67;236;05/02/2022;0
10885;France;CAF;0;0;7;603;20/04/2022;0
10886;France;CPAM;1;0;6;880;19/04/2022;0
10889;France;Impots.gouv.fr;0;0;7;209;20/04/2022;0
10890;Espagne;Franceconnect;1;0;12;813;25/04/2022;1
10892;France;Maprocuration.gouv.fr;0;0;-40;218;05/03/2022;0
10893;France;Chèque énergie;1;0;29;282;13/05/2022;0
10894;France;Impots.gouv.fr;0;0;6;198;20/04/2022;0
10895;France;CNAM;1;1;5;665;19/04/2022;0
10897;France;Amendes.gouv.fr;1;1;11;384;25/04/2022;0
10898;France;COMMISSARIAT DE POLICE;1;1;11;736;25/04/2022;0
10900;France;Carsat;0;1;5;256;19/04/2022;0
10901;France;Maprocuration.gouv.fr;0;0;-40;104;05/03/2022;0
10902;France;Région de Gendarmerie;0;1;11;94;25/04/2022;0
10903;France;Service en ligne Perceval;0;0;5;257;19/04/2022;0
10905;France;Impots.gouv.fr;0;1;11;913;25/04/2022;0
10906;France;Maprocuration.gouv.fr;0;0;-40;504;05/03/2022;0
10907;France;ANTS;1;0;11;178;25/04/2022;0
10908;France;Impots.gouv.fr;1;1;11;755;25/04/2022;0
10909;France;ANTS;1;0;11;720;25/04/2022;0
10910;France;Moncommissariat.fr;0;0;5;128;19/04/2022;0
10911;France;CNAM;0;0;5;463;19/04/2022;0
10915;France;ANTS;0;0;15;131;29/04/2022;0
10916;Royaume-uni;Franceconnect;0;0;11;244;25/04/2022;0
10918;France;CNAM;1;1;5;808;19/04/2022;0
10919;France;Service-public.fr;0;0;16;322;30/04/2022;0
10920;France;Région de Gendarmerie;0;0;5;136;19/04/2022;0
10922;France;CAF;1;0;6;807;20/04/2022;0
10924;France;CNAM;0;0;5;108;19/04/2022;0
10926;France;AGENCE POLE EMPLOI (APE);1;1;5;475;19/04/2022;1
10927;France;CAF;0;0;45;103;30/05/2022;0
10928;France;AGENCE POLE EMPLOI (APE);1;0;4;688;19/04/2022;1
10930;France;ANTS;1;0;14;448;29/04/2022;0
10931;France;ANTS;1;0;234;350;05/12/2022;0
10932;France;Région de Gendarmerie;0;0;-41;198;05/03/2022;0
10933;France;Carsat;0;0;13;295;28/04/2022;0
10934;France;CPAM;1;0;4;309;19/04/2022;0
10936;France;Région de Gendarmerie;0;0;5;124;20/04/2022;0
10937;France;Carsat;0;1;13;269;28/04/2022;0
10938;France;Carsat;1;0;4;193;19/04/2022;0
10939;France;Crit'air;0;0;32;120;17/05/2022;0
10940;France;AGIRC-ARRCO;0;0;11;377;26/04/2022;0
10941;France;CAF;0;0;6;993;21/04/2022;0
10942;France;ANTS;1;0;14;155;29/04/2022;0
10944;France;Région de Gendarmerie;0;1;112;124;05/08/2022;0
10947;France;CPAM;1;1;4;283;19/04/2022;0
10950;France;Maprocuration.gouv.fr;0;0;-41;299;05/03/2022;0
10951;France;Carsat;1;1;4;620;19/04/2022;0
10954;France;Carsat;1;0;4;225;19/04/2022;0
10955;France;ANTS;1;0;14;474;29/04/2022;0
10957;France;AGENCE POLE EMPLOI (APE);1;1;3;681;19/04/2022;1
10958;France;COMMISSARIAT DE POLICE;0;0;3;221;19/04/2022;0
10959;France;Carsat;1;0;233;105;05/12/2022;0
10960;France;ANTS;0;0;13;323;29/04/2022;0
10962;France;Service-public.fr;0;0;14;119;30/04/2022;0
10963;France;ANTS;0;0;13;443;29/04/2022;0
10965;France;Ensap.gouv.fr;1;0;9;543;25/04/2022;0
10966;France;ANTS;0;0;13;665;29/04/2022;0
10967;France;Maprocuration.gouv.fr;0;0;41;963;27/05/2022;0
10968;France;Impots.gouv.fr;1;1;4;280;20/04/2022;0
10970;France;Impots.gouv.fr;0;0;3;223;19/04/2022;0
10971;France;Carsat;0;1;12;364;28/04/2022;0
10972;France;Région de Gendarmerie;1;0;9;169;25/04/2022;0
10973;France;Service Central d'Etat Civil;1;0;4;993;20/04/2022;0
10974;France;Impots.gouv.fr;0;0;4;430;20/04/2022;0
10975;France;Impots.gouv.fr;1;1;4;221;20/04/2022;0
10976;France;Moncommissariat.fr;0;0;3;187;19/04/2022;0
10980;France;Amendes.gouv.fr;1;0;8;124;25/04/2022;0
10981;France;Service des Impôts des particuliers;0;1;8;491;25/04/2022;0
10983;France;Carsat;0;0;-43;200;05/03/2022;0
10984;France;Impots.gouv.fr;0;0;3;183;20/04/2022;0
10985;France;Impots.gouv.fr;0;0;3;474;20/04/2022;0
10987;France;ANTS;0;0;12;183;29/04/2022;0
10989;France;Impots.gouv.fr;0;0;8;722;25/04/2022;0
10991;France;CNAM;1;0;2;466;19/04/2022;0
10992;France;Impots.gouv.fr;0;0;8;298;25/04/2022;0
10993;France;AGIRC-ARRCO;1;0;-43;544;05/03/2022;0
10995;France;Carsat;0;0;8;333;25/04/2022;0
10996;France;Impots.gouv.fr;1;0;8;173;25/04/2022;0
10997;France;CNAM;1;0;8;171;25/04/2022;0
10998;France;COMMISSARIAT DE POLICE DE PROXIMITE;0;0;3;169;21/04/2022;0
10999;France;CNAM;0;0;3;294;21/04/2022;0
11001;France;Impots.gouv.fr;0;0;140;233;05/09/2022;0
11003;France;Carsat;1;1;7;747;25/04/2022;0
11004;France;CPAM;1;0;3;779;21/04/2022;0
11005;France;Impots.gouv.fr;0;0;1;248;19/04/2022;0
11006;France;ANTS;0;0;11;292;29/04/2022;0
11007;France;COMMISSARIAT DE POLICE;0;0;2;142;20/04/2022;0
11009;France;COMMISSARIAT DE POLICE;0;0;2;232;20/04/2022;0
11012;France;Service-public.fr;0;0;12;123;30/04/2022;0
11015;France;CAF;0;0;-72;152;05/02/2022;0
11016;France;COMMISSARIAT DE POLICE;0;0;2;166;20/04/2022;0
11019;États-unis;Franceconnect;0;0;6;226;25/04/2022;0
11020;France;Pré-plainte en ligne (PPEL);0;1;1;214;20/04/2022;0
11022;France;Service départemental de l'enregistrement;0;0;139;386;05/09/2022;0
11023;France;CPAM;0;0;2;511;21/04/2022;0
11024;France;Service des Impôts des particuliers;1;1;7;159;26/04/2022;0
11025;France;Région de Gendarmerie;0;0;1;175;20/04/2022;0
11027;France;Maprocuration.gouv.fr;0;1;41;693;30/05/2022;0
11028;France;Service-public.fr;1;1;11;280;30/04/2022;0
11030;France;Centre national CESU;1;1;9;287;28/04/2022;0
11031;France;TRIBUNAL JUDICIAIRE;0;0;25;210;14/05/2022;0
11032;France;Service des Impôts des particuliers;0;1;9;942;28/04/2022;0
11033;France;Région de Gendarmerie;0;0;3;172;22/04/2022;0
11035;France;Maprocuration.gouv.fr;0;0;-45;118;05/03/2022;0
11036;France;ANTS;1;1;10;982;29/04/2022;0
11037;France;AGENCE POLE EMPLOI (APE);0;1;2;583;21/04/2022;1
11038;France;URSSAF;0;0;8;603;27/04/2022;0
11039;France;Mesdroitssociaux.gouv.fr;1;1;6;1046;25/04/2022;0
11040;France;Maprocuration.gouv.fr;0;1;7;658;26/04/2022;0
11041;France;Carsat;0;0;169;147;05/10/2022;0
11045;France;Maprocuration.gouv.fr;0;0;-13;50;06/04/2022;0
11046;France;ANTS;1;0;10;438;29/04/2022;0
11048;France;Service-public.fr;0;0;11;697;30/04/2022;0
11049;France;Pré-plainte en ligne (PPEL);1;1;16;1001;05/05/2022;0
11050;France;ANTS;0;0;10;582;29/04/2022;0
11052;France;CAF;0;0;40;148;30/05/2022;0
11054;France;CPAM;0;0;1;568;21/04/2022;0
11056;France;Service des Impôts des particuliers;1;0;8;849;28/04/2022;0
11057;France;COMMISSARIAT DE POLICE;0;0;0;143;20/04/2022;0
11058;France;Impots.gouv.fr;1;1;8;562;28/04/2022;0
11060;France;Impots.gouv.fr;0;0;5;283;25/04/2022;0
11061;France;Franceconnect;1;0;7;396;27/04/2022;0
11062;France;ANTS;1;0;9;455;29/04/2022;0
11064;France;CPAM;1;0;8;477;28/04/2022;0
11066;France;ANTS;0;0;-46;331;05/03/2022;0
11067;France;Impots.gouv.fr;1;0;8;925;28/04/2022;0
11068;France;ANTS;1;1;-46;866;05/03/2022;0
11069;France;Service-public.fr;0;0;10;203;30/04/2022;0
11070;France;CNAM;1;0;1;318;21/04/2022;0
11071;France;Préfecture;1;0;8;520;28/04/2022;0
11072;France;Amendes.gouv.fr;1;1;5;588;25/04/2022;0
11074;France;France services;0;0;9;146;29/04/2022;0
11077;France;France services;0;0;9;162;29/04/2022;0
11080;France;CROUS;0;0;7;191;27/04/2022;0
11081;France;Moncommissariat.fr;0;0;1;162;21/04/2022;0
11084;France;CNAM;1;0;5;387;25/04/2022;0
11085;France;Service des Impôts des particuliers;1;0;8;968;28/04/2022;0
11087;France;CNAM;0;0;4;397;25/04/2022;0
11088;France;ANTS;0;1;8;335;29/04/2022;0
11089;France;Amendes.gouv.fr;0;0;4;97;25/04/2022;0
11090;France;Demande-logement-social.gouv.fr;1;0;25;441;16/05/2022;0
11092;France;Impots.gouv.fr;0;0;4;199;25/04/2022;0
11093;France;Service des Impôts des particuliers;1;1;45;2040;05/06/2022;0
11095;France;Impots.gouv.fr;1;1;4;122;25/04/2022;0
11096;France;Service des Impôts des particuliers;1;1;-75;297;05/02/2022;0
11097;France;Service des Impôts des particuliers;1;1;-75;637;05/02/2022;0
11098;France;ANTS;1;1;137;584;05/09/2022;0
11100;France;Impots.gouv.fr;0;0;7;431;28/04/2022;0
11101;France;ANTS;0;0;167;897;05/10/2022;0
11102;France;Région de Gendarmerie;0;0;-47;99;05/03/2022;0
11103;France;DGDDI;1;0;7;373;28/04/2022;0
11104;France;Carsat;0;0;6;575;27/04/2022;0
11105;France;CAF;1;0;-47;547;05/03/2022;0
11106;France;TRIBUNAL JUDICIAIRE;0;0;23;240;14/05/2022;0
11110;France;Région de Gendarmerie;0;0;137;101;05/09/2022;0
11111;France;Moncommissariat.fr;0;0;167;187;05/10/2022;0
11113;France;Centre national CESU;0;0;7;151;28/04/2022;0
11114;France;CNAM;1;0;137;629;05/09/2022;0
11115;France;Impots.gouv.fr;0;0;137;309;05/09/2022;0
11117;France;Moncommissariat.fr;0;1;5;356;26/04/2022;0
11119;France;CPAM;1;0;228;1362;05/12/2022;0
11121;France;Carsat;0;0;5;69;26/04/2022;0
11122;France;Moncommissariat.fr;0;0;5;268;26/04/2022;0
11123;France;ANTS;0;1;-47;210;05/03/2022;0
11125;France;CAF;1;1;-47;291;05/03/2022;0
11126;France;Moncommissariat.fr;1;0;4;147;26/04/2022;0
11127;France;Préfecture;1;0;7;470;29/04/2022;0
11128;France;Carsat;0;1;5;182;27/04/2022;0
11129;France;Maprocuration.gouv.fr;0;0;7;103;29/04/2022;0
11131;France;Service-public.fr;1;0;8;188;30/04/2022;0
11132;France;Moncommissariat.fr;0;0;4;128;26/04/2022;0
11133;France;INSEE;1;0;-17;1402;05/04/2022;0
11134;France;ANTS;0;0;7;422;29/04/2022;0
11135;France;Région de Gendarmerie;0;0;13;582;05/05/2022;0
11136;France;Centre du service national et de la jeunesse;0;0;13;204;05/05/2022;0
11137;France;Carsat;0;0;6;295;28/04/2022;0
11139;France;ANTS;1;1;-48;626;05/03/2022;0
11142;France;ANTS;0;0;-48;131;05/03/2022;0
11145;France;Direction régionale DR;0;0;5;279;27/04/2022;0
11146;France;Région de Gendarmerie;1;1;21;217;13/05/2022;0
11149;France;AGENCE POLE EMPLOI (APE);1;1;4;798;26/04/2022;1
11150;France;Impots.gouv.fr;0;0;4;712;26/04/2022;0
11152;France;ANTS;1;1;-48;189;05/03/2022;0
11153;France;ANTS;1;0;-48;1004;05/03/2022;0
11154;France;Région de Gendarmerie;1;1;26;319;18/05/2022;0
11155;France;Région de Gendarmerie;0;0;6;126;29/04/2022;0
11157;France;ANTS;1;1;-49;381;05/03/2022;0
11158;France;Service en ligne Perceval;0;0;4;482;27/04/2022;0
11160;France;Service des Impôts des particuliers;0;0;43;425;05/06/2022;0
